일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명
1099,551009,551015,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,기타 일반 및 생활 숙박시설 운영업,1,55109,I,숙박 및 음식점업,55,숙박업,551,일반 및 생활 숙박시설 운영업,5510,일반 및 생활 숙박시설 운영업,기타 일반 및 생활 숙박시설 운영업,2,,야영장 및 캠프장 운영,기타 일반 및 생활 숙박시설 운영업,55119,기타 관광 숙박시설 운영업
1100,551009,551016,I,숙박 및 음식점업,55,숙박업,551,기타 숙박업,5510,기타 숙박업,기숙사 및 고시원 운영업,1,55901,I,숙박 및 음식점업,55,숙박업,559,기타 숙박업,5590,기타 숙박업,기숙사 및 고시원 운영업,1,,,기숙사 및 고시원 운영업,55901,기숙사 운영업
1100,551009,551016,I,숙박 및 음식점업,55,숙박업,551,기타 숙박업,5510,기타 숙박업,기숙사 및 고시원 운영업,1,55901,I,숙박 및 음식점업,55,숙박업,559,기타 숙박업,5590,기타 숙박업,기숙사 및 고시원 운영업,1,,,  ,55909,그 외 기타 숙박업
1101,551009,551017,I,숙박 및 음식점업,55,숙박업,551,기타 숙박업,5510,기타 숙박업,그 외 기타 숙박업,1,55909,I,숙박 및 음식점업,55,숙박업,559,기타 숙박업,5590,기타 숙박업,그 외 기타 숙박업,1,,,그 외 기타 숙박업,55909,그 외 기타 숙박업
1102,552101,552101,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,한식 음식점업,한식 일반 음식점업,1,56111,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 일반 음식점업,1,,,한식 일반 음식점업,56111,한식 음식점업
1102,552101,552101,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,한식 음식점업,한식 일반 음식점업,1,56111,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 일반 음식점업,1,,,  ,56194,분식 및 김밥 전문점
1103,552102,552102,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,외국식 음식점업,중식 음식점업,1,56121,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5612,외국식 음식점업,중식 음식점업,1,,,중식 음식점업,56112,중식 음식점업
1104,552103,552103,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,외국식 음식점업,일식 음식점업,1,56122,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5612,외국식 음식점업,일식 음식점업,1,,,일식 음식점업,56113,일식 음식점업
1105,552104,552104,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,외국식 음식점업,서양식 음식점업,1,56123,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5612,외국식 음식점업,서양식 음식점업,1,,,서양식 음식점업,56114,서양식 음식점업
1106,552105,552105,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,출장 및 이동 음식점업,출장 음식 서비스업,1,56141,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5614,출장 및 이동 음식점업,출장 음식 서비스업,1,,,출장 음식 서비스업,56131,출장 음식 서비스업
1107,552107,552107,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,치킨 전문점,1,56193,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,치킨 전문점,1,,,치킨 전문점,56193,치킨 전문점
1108,552108,552108,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,김밥 및 기타 간이 음식점업,1,56194,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,김밥 및 기타 간이 음식점업,2,1,,김밥 및 기타 간이 음식점업,56191,제과점업
1108,552108,552108,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,김밥 및 기타 간이 음식점업,1,56194,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,김밥 및 기타 간이 음식점업,2,1,,  ,56194,분식 및 김밥 전문점
1109,552109,552109,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기관 구내식당업,기관 구내식당업,1,56130,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5613,기관 구내식당업,기관 구내식당업,1,,,기관 구내식당업,56120,기관 구내식당업
1110,552101,552114,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,한식 음식점업,한식 면 요리 전문점,1,56112,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 면 요리 전문점,1,,,한식 면요리 전문점,56111,한식 음식점업
1110,552101,552114,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,한식 음식점업,한식 면 요리 전문점,1,56112,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 면 요리 전문점,1,,,  ,56194,분식 및 김밥 전문점
1111,552101,552115,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,한식 음식점업,한식 육류 요리 전문점,1,56113,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 육류 요리 전문점,1,,,한식 육류요리 전문점,56111,한식 음식점업
1111,552101,552115,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,한식 음식점업,한식 육류 요리 전문점,1,56113,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 육류 요리 전문점,1,,,  ,56194,분식 및 김밥 전문점
1112,552101,552116,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,한식 음식점업,한식 해산물 요리 전문점,1,56114,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5611,한식 음식점업,한식 해산물 요리 전문점,1,,,한식 해산물요리 전문점,56111,한식 음식점업
1113,552104,552117,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,외국식 음식점업,기타 외국식 음식점업,1,56129,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5612,외국식 음식점업,기타 외국식 음식점업,1,,,기타 외국식 음식점업,56119,기타 외국식 음식점업
1114,552107,552118,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,"피자, 햄버거, 샌드위치 및 유사 음식점업",1,56192,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,"피자, 햄버거, 샌드위치 및 유사 음식점업",2,1,,"피자, 햄버거, 샌드위치 및 유사 음식점업",56192,"피자, 햄버거, 샌드위치 및 유사 음식점업"
1115,552107,552119,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,김밥 및 기타 간이 음식점업,1,56194,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,김밥 및 기타 간이 음식점업,2,,아이스크림 체인점,김밥 및 기타 간이 음식점업,56191,제과점업
1115,552107,552119,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,김밥 및 기타 간이 음식점업,1,56194,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,김밥 및 기타 간이 음식점업,2,,아이스크림 체인점,  ,56194,분식 및 김밥 전문점
1116,552108,552123,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,간이 음식 포장 판매 전문점,1,56199,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,간이 음식 포장 판매 전문점,2,1,,간이음식 포장 판매 전문점,56194,분식 및 김밥 전문점
1116,552108,552123,I,숙박 및 음식점업,55,음식점 및 주점업,552,음식점업,5521,기타 간이 음식점업,간이 음식 포장 판매 전문점,1,56199,I,숙박 및 음식점업,56,음식점 및 주점업,561,음식점업,5619,기타 간이 음식점업,간이 음식 포장 판매 전문점,2,1,,  ,56199,그 외 기타 음식점업
1117,552201,552201,I,숙박 및 음식점업,55,음식점 및 주점업,552,주점 및 비알코올 음료점업,5522,주점업,일반 유흥 주점업,1,56211,I,숙박 및 음식점업,56,음식점 및 주점업,562,주점 및 비알코올 음료점업,5621,주점업,일반 유흥 주점업,4,2,고급주점(독립된 객실),일반 유흥주점업,56211,일반 유흥주점업
1118,552202,552202,I,숙박 및 음식점업,55,음식점 및 주점업,552,주점 및 비알코올 음료점업,5522,주점업,일반 유흥 주점업,1,56211,I,숙박 및 음식점업,56,음식점 및 주점업,562,주점 및 비알코올 음료점업,5621,주점업,일반 유흥 주점업,4,2,"빠, 비어홀, 극장식식당",일반 유흥주점업,56211,일반 유흥주점업
1119,552203,552203,I,숙박 및 음식점업,55,음식점 및 주점업,552,주점 및 비알코올 음료점업,5522,주점업,무도 유흥 주점업,1,56212,I,숙박 및 음식점업,56,음식점 및 주점업,562,주점 및 비알코올 음료점업,5621,주점업,무도 유흥 주점업,1,,,무도 유흥주점업,56212,무도 유흥주점업
